gene,interaction_type,score,drug_name
IL6,NULL,0.357195042,DIHYDROSPHINGOSINE
SSTR3,NULL,1.458546423,PASIREOTIDE
TP53,NULL,0.010537361,CHEMBL:CHEMBL408850
CYP2D6,NULL,0.017709164,CLOFAZIMINE
PAK4,NULL,0.049723174,CHEMBL:CHEMBL379975
TUBB3,modulator,0.042689164,KOS-1584
AMD1,agonist,0.603536451,UR-PG131A
APBB1,inhibitor,0.291709285,FILOREXANT
AMD1,inhibitor,0.016764901,QUETIAPINE FUMARATE
PIK3CA,NULL,0.030386384,NAVITOCLAX
DRD1,NULL,0.006077277,AMITRIPTYLINE HYDROCHLORIDE
CYP2D6,NULL,0.08854582,CHEMBL:CHEMBL101510
CTRB1,inhibitor,1.250182648,HSD1590
PDGFRB,inhibitor,0.096264064,IMATINIB
ABL1,inhibitor,0.637458239,NILOTINIB
TUBA1C,inhibitor,0.040021091,RG-7600
RPSA,inhibitor,0.140020457,CLINDAMYCIN
USP1,NULL,0.014993624,AROTINOID ACID
GMNN,NULL,0.004207345,RESERPINE
PRKAA1,NULL,0.063110182,LY-2090314
TUBA1B,negative modulator,0.042689164,FOSBRETABULIN TROMETHAMINE
SCN7A,blocker,0.048483538,ORPHENADRINE HYDROCHLORIDE
TUBB8,NULL,0.080042182,MAYTANSINE
ATAD5,NULL,0.007119684,PYROGALLOL RED
NQO1,NULL,0.084146909,IDARUBICIN
FGFR1,inhibitor,0.018874073,PD-0166285
ALCAM,NULL,0.01131387,FLUOROURACIL
CA2,inhibitor,0.432755532,ACETAZOLAMIDE
ACTG1,agonist,1.500219178,CXCL12-(1-17)
ABCB1,NULL,0.560979394,TARIQUIDAR
TUBA1A,NULL,0.048663273,VINORELBINE
GLP1R,NULL,0.026519026,CHEMBL:CHEMBL86464
C9,inhibitor,1.093909817,CARBENOXOLONE
GABRA6,positive modulator,0.031254566,QUAZEPAM
POLB,NULL,0.036262204,CEFOXITIN SODIUM
SMN1,NULL,0.079557078,CHEMBL:CHEMBL408563
GLS,NULL,0.061628722,EMODIC ACID
ABCA3,inhibitor,0.270658099,I-ABOPX
IL6,NULL,0.357195042,LEVOFLOXACIN ANHYDROUS
SLC25A4,agonist,0.690890411,DCG-IV
DCC,inhibitor,0.583418569,MARIMASTAT
KDM4A,NULL,0.017009288,CHEMBL:CHEMBL590186
KAT2A,NULL,0.041344623,INDOCYANINE GREEN ACID FORM
HSP90AA2P,NULL,7.001022831,RETASPIMYCIN
HRH1,NULL,0.846897923,VAPITADINE
ADRB1,NULL,0.596678082,METIPRANOLOL
HTR2B,inhibitor,6.563458904,PRX-08066
PRKCG,inhibitor,0.134290719,GSK-690693
DRD2,inhibitor,0.118594401,DOMPERIDONE
PTGIR,NULL,3.750547945,DINOPROST TROMETHAMINE
DCK,inhibitor,0.380490371,TP0556351
BBS1,inhibitor,0.546954909,AFT-II
ABCA3,inhibitor,0.13532905,MSX-2
AMY1C,agonist,0.617737309,FINGOLIMOD-PHOSPHATE
EEF1G,inhibitor,0.220620467,NIK INHIBITOR 12F
CDH13,inhibitor,0.175610941,KETANSERIN
IDH1,NULL,0.025676123,CHEMBL:CHEMBL546493
BAZ2B,NULL,0.013957382,EICOSATETRANOIC ACID
TUBA4A,NULL,0.023284998,VORINOSTAT
NFE2L2,NULL,0.006995426,ADEFOVIR DIPIVOXIL
SLC25A6,modulator,0.535792564,MPEP
FRA2G,inhibitor,4.37563927,COMPOUND 11 [PMID: 16413183]
ARAF,NULL,0.019093699,TRAMETINIB DIMETHYL SULFOXIDE
MAPK10,NULL,0.050805681,"INSULIN, REGULAR, HUMAN"
ABCG1,NULL,0.294160623,FLUOROURACIL
CDC7,NULL,0.041639708,CYC-116
CYP3A4,NULL,0.006525935,PRAVASTATIN SODIUM
MTHFR,NULL,0.168943601,PHENYTOIN SODIUM
TSPO,NULL,0.153531202,ESZOPICLONE
PTPRC,NULL,0.530380518,VACCINE
GABRA1,NULL,0.101759053,ZK-93423
IL1B,NULL,0.071004288,MELATONIN
ADRA1A,NULL,0.060772768,LABETALOL
HPGD,inhibitor,0.070574827,DALCETRAPIB
TUBA3C,modulator,0.042689164,KOS-1584
RIPK1,NULL,26.25383562,GSK2982772
SCN11A,inhibitor,0.030246354,CENOBAMATE
HPRT1,NULL,0.583418569,MERCAPTOPURINE
PTEN,NULL,0.04344264,DACTOLISIB
MAPT,NULL,0.019844169,CHEMBL:CHEMBL579837
AR,NULL,0.058471794,ANDROGEN RECEPTOR ANTAGONIST ONC1-0013B
CYP2C19,NULL,0.002358411,MASOPROCOL
EDN1,NULL,0.110078975,"INSULIN, REGULAR, HUMAN"
TUBB4B,inhibitor,0.033295923,VINCRISTINE SULFATE
C1QA,NULL,52.50767124,THERAPEUTIC IMMUNE GLOBULIN
ABCB7,inhibitor,0.330236926,HEAT (BE2254)
SLC6A2,inhibitor,0.122681475,PHENDIMETRAZINE
NR3C1,agonist,0.200410959,HYDROCORTISONE SODIUM PHOSPHATE
GABRA1,positive modulator,0.061055432,QUAZEPAM
TUBB6,inhibitor,0.042689164,CROLIBULIN
OPRM1,agonist,0.120430439,CODEINE ANHYDROUS
ACVR1,NULL,0.051027863,DACTOLISIB
GABRP,positive modulator,0.039097298,GLUTETHIMIDE
AURKB,inhibitor,1.175544878,PF-03814735
PTK2,inhibitor,0.09003373,PF-562271
PIK3CD,inhibitor,0.089298761,GEDATOLISIB
APOF,inhibitor,0.192335792,NMRA-140
SHROOM2,agonist,0.131269178,SRIF-28
ANXA4,agonist,1.750255708,NPY-(2-36) (PIG)
ATAD5,NULL,0.088996053,CHEMBL:CHEMBL309848
HSP90AA1,NULL,0.020117882,TETRACYCLINE
MAPT,NULL,0.010824092,CHEMBL:CHEMBL328710
HSP90AA1,NULL,0.362121871,MONOCILLIN I
CYP1A2,NULL,0.013622434,PYRAZINAMIDE
CYP2C19,NULL,0.027121731,MIDODRINE
IDH1,NULL,0.025676123,CHEMBL:CHEMBL589694
NR1D1,NULL,17.50255708,GSK4112
CDK8,NULL,0.064033745,AST-487
SCGB1A1,NULL,26.25383562,MECASERMIN
AXL,inhibitor,0.364636606,SLC-391
PIK3CA,NULL,0.29918901,TASELISIB
ATP3,activator,0.106290832,H2O2
EHMT2,NULL,0.01531729,CHEMBL:CHEMBL541585
ABCC6,inhibitor,0.218781963,"D(CH2)5[TYR(ME)2,THR4,TYR-NH29]OVT"
PGR,NULL,0.688625197,NORGESTIMATE
TG,NULL,0.065145994,ANTIDEPRESSANT AGENT
ABL1,NULL,0.37775303,BAFETINIB
MDM2,NULL,0.145854642,GAMBOGIC ACID
IDH1,NULL,0.002852903,MERCAPTOPURINE
ESR1,NULL,0.072165573,EXEMESTANE
FLT4,NULL,0.00961679,GW441756X
PRKD2,NULL,0.023759127,GW441756X
CYP3A4,NULL,0.004517955,E324
PALB2,NULL,0.596678082,RUCAPARIB
PLA2G1B,NULL,0.201952582,TOLFENAMIC ACID
KIR2DL2,NULL,7.876150685,IPH-2101
OPRM1,NULL,0.120430439,MARAVIROC
GMNN,NULL,0.015627283,CHEMBL:CHEMBL600694
KCNH2,blocker,0.024932417,AZD1305
PPARA,agonist,0.397785388,MURAGLITAZAR
KDR,inhibitor,0.739544665,ALACIZUMAB PEGOL
IL12B,inhibitor,1.875273973,RISANKIZUMAB
DPP6,inhibitor,0.262538356,M4205
RPE65,inhibitor,7.501095891,EMIXUSTAT HYDROCHLORIDE
DMP1,agonist,1.875273973,RESIQUIMOD
RECQL,NULL,0.100589408,AMPICILLIN TRIHYDRATE
CCND1,NULL,0.031254566,ALVOCIDIB
CYP3A4,NULL,0.002610374,AMITRIPTYLINE HYDROCHLORIDE
PRKCB,NULL,0.205108091,INGENOL MEBUTATE
CYCSP5,NULL,2.917092846,ALLOPURINOL
ESR1,NULL,0.24536295,ESTROGEN
GFER,NULL,0.388945713,MEPAZINE ACETATE
A2M,agonist,0.063262255,DIHYDROERGOTAMINE MESYLATE
ALDH2,agonist,0.042276708,APOMORPHINE
TUBA3E,inhibitor,0.037666909,ENFORTUMAB VEDOTIN-EJFV
VDR,NULL,0.148641674,PARICALCITOL
APEX1,NULL,0.026385764,TANNIC ACID
ERBB2,NULL,0.291709285,RITUXIMAB
RECQL,NULL,0.006705961,VERAPAMIL
POLI,NULL,0.008804103,CHEMBL:CHEMBL56393
APEX1,NULL,0.052771529,POTASSIUM DICHROMATE
ERVW-4,inhibitor,0.159114155,DOLUTEGRAVIR SODIUM
CLK4,NULL,0.016236138,PHA-767491
RAB9A,NULL,0.0191914,DAIDZEIN
KCNH3,blocker,0.175025571,NERISPIRDINE
FGFR2,inhibitor,0.17444409,XL228
CYP3A4,NULL,0.005339401,CHEMBL:CHEMBL1256291
GHSR,agonist,2.917092846,MACIMORELIN ACETATE
ESR1,NULL,0.021335909,DOXYCYCLINE ANHYDROUS
AREG,NULL,0.525076712,PANITUMUMAB
RAB9A,NULL,0.091159151,6-HYDROXYFLAVONE
FFAR3,agonist,0.226326169,BUTYRIC ACID
GABRA1,NULL,0.122110863,ZOPICLONE
ANOP1,modulator,1.280674908,YM298198
G6PD,NULL,0.150021918,SUCCIMER
HSP90AB1,NULL,0.570735557,RETASPIMYCIN HYDROCHLORIDE
ANK2,agonist,0.177390781,AGOMELATINE
SCN9A,blocker,0.062509132,QUINIDINE SULFATE
TUBB,inhibitor,0.033487035,AZINTUXIZUMAB VEDOTIN
HPGD,NULL,0.10586224,CHEMBL:CHEMBL1388908
COMT,NULL,0.312545662,BENZTROPINE
APBB2,inhibitor,0.846897923,MRS2179
HRH1,NULL,1.693795846,MEQUITAZINE
CBL,NULL,0.375054795,NERATINIB
BRAF,NULL,0.901091508,CETUXIMAB
ACAT1,agonist,2.500365297,"[125I]BH-NMB (HUMAN, MOUSE, RAT)"
MTOR,NULL,0.052824619,DACTOLISIB
MRPL36,inhibitor,0.772171636,RETAPAMULIN
FGFR2,inhibitor,0.146533036,NINTEDANIB ESYLATE
KCNH2,NULL,0.149594505,CHEMBL:CHEMBL1255966
MAP2K2,inhibitor,0.716013699,TAK-733
CASP6,NULL,0.078136416,METHYLTHIONINIUM CHLORIDE
MAPK12,NULL,0.029465584,PHA-767491
CA2,NULL,0.403905163,FERULIC ACID
ACACB,inhibitor,1.693795846,DF3016A
TP53,NULL,0.019318496,MECHLORETHAMINE HYDROCHLORIDE
ADAMTSL4-AS1,NULL,0.104181887,CHEMBL:CHEMBL599255
CYP2C19,NULL,0.003944979,ATORVASTATIN CALCIUM TRIHYDRATE
PTK2,NULL,2.917092846,DEFACTINIB
EGFR,NULL,0.185212244,NERATINIB MALEATE
PIK3R3,inhibitor,0.187527397,AZD-6482
TRHR,NULL,17.50255708,THYROTROPIN-RELEASING HORMONE
FOLR1,inhibitor,2.917092846,COMPOUND 1 [PMID: 11425539]
CDK4,inhibitor,0.039688338,AT-7519
GART,inhibitor,0.067403943,DACINOSTAT
COL10A1,inhibitor,0.875127854,RS-25344
CDK1,inhibitor,0.108374966,RGB-286638
IFNAR1,NULL,1.458546423,INTERFERON ALFA
NNMT,NULL,3.750547945,NIACIN
CD274,NULL,0.617737309,ZALIFRELIMAB
HSD17B10,NULL,0.025427444,CHEMBL:CHEMBL258465
EHMT2,NULL,0.003403842,CHEMBL:CHEMBL299853
FLT4,inhibitor,0.25003653,GLESATINIB
POLH,NULL,0.025439763,EMODIC ACID
HIF1A,NULL,0.009529523,FLUFENAMIC ACID
DRD2,inhibitor,0.023060023,TIVOZANIB
CXCR1,inhibitor,3.750547945,NAVARIXIN
CACNA1F,blocker,0.208363775,AZD1305
TGFB2,inhibitor,2.500365297,FRESOLIMUMAB
FRA5B,inhibitor,3.500511416,WX-UK1
AMY2A,agonist,0.65634589,ASP4058
CYP3A4,NULL,0.029366707,6-METHYLFLAVONE
GABRP,positive modulator,0.033232703,PENTOBARBITAL SODIUM
HLA-DRB3,NULL,4.37563927,1D09C3
MAPK8,NULL,0.030281241,PICTILISIB
ALPI,inhibitor,2.100306849,HUMAN GIP(3-42)NH2
MSTN,inhibitor,0.099446347,BELINOSTAT
HOXA7,NULL,52.50767124,MS8815
NAT2,NULL,0.031032903,ASPIRIN
CYP2D6,NULL,0.029515273,CHEMBL:CHEMBL1256835
HTR2C,NULL,0.128695273,ELTOPRAZINE
NFE2L2,NULL,0.062958838,METHYLPARABEN
PSENEN,NULL,1.640864726,SEMAGACESTAT
NPC1,NULL,0.077789143,CHEMBL:CHEMBL483633
NFE2L2,NULL,0.031479419,CHEMBL:CHEMBL586061
F2R,NULL,0.051127236,DEHYDRATED ALCOHOL
POLE2,inhibitor,0.108040476,CYTARABINE
FAS,NULL,0.019896806,TRETINOIN
ABL1,inhibitor,0.031479419,IDAZOXAN
ABCA2,inhibitor,0.681917808,ISAM-140
ALPL,NULL,0.082559232,(+/-)-ERIODICTYOL
ARF5,blocker,0.875127854,LEIUROTOXIN I
GRIA1,agonist,0.846897923,NEOCEPTIN-3
SLC13A5,inhibitor,10.50153425,ETG-5773
GRIK1,NULL,1.432027397,TOPIRAMATE
MET,NULL,0.029416062,GEFITINIB
CP,NULL,0.259297142,RECOMBINANT TUMOR NECROSIS FACTOR FAMILY PROTEIN
FGFR2,inhibitor,0.10881166,DOVITINIB
SMAD4,NULL,0.291709285,CETUXIMAB
CXCL8,NULL,0.648242855,CIDOFOVIR ANHYDROUS
TP53,NULL,0.006265458,CLOTRIMAZOLE
NFE2L2,NULL,0.006995426,GUGGULSTERONE
NTRK1,NULL,0.130778758,REPOTRECTINIB
GABRA2,positive modulator,0.078682824,TEMAZEPAM
ALOX12P2,agonist,0.603536451,M1160
UGT1A4,NULL,0.210030685,TCDD
ANGPT2,inhibitor,0.583418569,PG-901
APOE,inhibitor,0.905304676,AZ8838
COMT,NULL,0.027781837,AMITRIPTYLINE HYDROCHLORIDE
MPO,NULL,0.25003653,NIMESULIDE
CFTR,NULL,8.353493151,LUMACAFTOR
MET,NULL,0.015153729,SELUMETINIB
XDH,NULL,4.039051634,OXYPURINOL
SCN1A,blocker,0.07458476,BENOXINATE HYDROCHLORIDE
RAB40B,NULL,7.501095891,PERETINOIN
CYP3A4,NULL,0.014683353,BROMPERIDOL
NR3C1,agonist,0.300616438,FLUOROMETHOLONE
GABRP,positive modulator,0.023737645,CENOBAMATE
GABRB2,NULL,0.032134438,DIMDAZENIL
AMH,agonist,1.544343272,CP-195543
GRK3,agonist,4.37563927,COMPOUND 2 [PMID: 19230660]
AMH,inhibitor,1.544343272,CP-195543
APOC1,agonist,1.944728564,PGN-9856
EPHB3,inhibitor,0.226326169,ILGINATINIB
APEX1,agonist,0.087952548,2MESADP
COL16A1,inhibitor,0.186197416,ASPIRIN
FRA11E,NULL,52.50767124,PEPTIDE LIGAND 2 [PMID: 19055415]
BCL7A,agonist,0.937636986,CALCIPOTRIENE
CIC,NULL,0.486182141,VEMURAFENIB
NR1H3,agonist,1.250182648,ROVAZOLAC
JAK1,inhibitor,0.241970835,NEZULCITINIB
BAZ2B,NULL,0.025588534,CHEMBL:CHEMBL581152
NRAS,NULL,0.00962384,CARBOPLATIN
CYP2A6,NULL,1.193356164,COTININE
DLL4,NULL,5.250767124,DILPACIMAB
NME2,NULL,0.437563927,LAMIVUDINE
TACR1,NULL,2.838252499,APREPITANT
APOBEC3A,NULL,1.029562181,CHEMBL:CHEMBL586670
IL2,NULL,0.045579576,MIDOSTAURIN
OPRM1,inhibitor,0.240860877,METHYLNALTREXONE
SCN2A,blocker,0.08334551,TOCAINIDE HYDROCHLORIDE
ESR1,agonist,0.24536295,MK-6913
IGF1R,inhibitor,0.825592315,GANITUMAB
SRMS,inhibitor,0.410216182,TG100-801
KCNJ11,potentiator,0.452652338,NAMINIDIL
PLG,NULL,1.666910198,6-AMINOCAPROIC ACID
ALOX15,agonist,0.307062405,[125I][TYR4]GHRELIN (HUMAN)
AZF2,blocker,0.224391757,TETRAMETHYLAMMONIUM
POLH,NULL,0.305277158,CHEMBL:CHEMBL582593
MAP3K9,inhibitor,1.093909817,GNE-3511
HP,inhibitor,1.875273973,GNE-7883
MPST,NULL,8.751278539,THYROXINE
ADAMTSL4-AS1,NULL,0.039068208,BITHIONOL
CSNK1G3,NULL,0.159114155,PHA-767491
SLC6A2,inhibitor,0.184022212,DESVENLAFAXINE SUCCINATE
ADRA1D,agonist,0.047518255,EPINEPHRINE BITARTRATE
PIK3R2,inhibitor,0.158394182,PILARALISIB
A12M3,inhibitor,0.059532507,LUMATEPERONE
GABRA6,positive modulator,0.110310234,ETOMIDATE
IL2RA,NULL,0.171593697,THYROXINE
RUNX1,NULL,0.150021918,CHEMBL:CHEMBL313737
SENP8,NULL,0.145854642,CHEMBL:CHEMBL299853
EGFR,inhibitor,0.555636733,IMGATUZUMAB
MAPK1,NULL,0.033338204,NECA
AR,NULL,0.005847179,TANNIC ACID
MYO9B,NULL,0.224391757,TESTOSTERONE
MPHOSPH8,NULL,0.088996053,TREQUINSIN HYDROCHLORIDE
FEN1,NULL,0.03110644,CARMINIC ACID
ALDH2,inhibitor,0.081533651,SULPIRIDE
EGFR,NULL,0.069454592,CHEMBL:CHEMBL29197
CYP2C9,NULL,0.012154554,IMIPRAMINE HYDROCHLORIDE
CACNA1F,NULL,0.125018265,ARVERAPAMIL
ESR1,NULL,0.24536295,MK-6913
ABCA4,agonist,0.03729238,NOREPINEPHRINE
ALDH3A2,agonist,1.944728564,WKYMVM
CXCR5,inhibitor,2.500365297,COMPOUND 47 [PMID: 18800762]
SLC22A11,NULL,4.773424658,PROBENECID
CYP1A2,NULL,0.013622434,"NITROFURANTOIN, MACROCRYSTALS"
NR1I2,NULL,0.03319069,ECONAZOLE NITRATE
NR3C1,NULL,0.120246575,ANDROSTENEDIONE
SPSB2,NULL,1.141471114,METHYLPHENIDATE HYDROCHLORIDE
ADRA1A,NULL,0.273477454,PHENDIMETRAZINE
CACNG5,blocker,0.224391757,PHLOROGLUCINOL
DXO,inhibitor,0.500073059,DOSIMERTINIB
CUL4A,inhibitor,0.354781562,THALIDOMIDE
FZD6,agonist,13.12691781,SAG1.3
APEX1,agonist,0.087952548,2MESADP
APBB2,agonist,0.423448962,ADP&BETA;S
ANXA1,NULL,0.397785388,HALOBETASOL
TOP2A,inhibitor,0.226326169,GANCOTAMAB
ALOX5,NULL,0.441240935,MECLOFENAMATE
STAT1,NULL,0.972364282,CHEMBL:CHEMBL85826
FRA20B,inhibitor,5.834185693,TOLCAPONE
KDM4A,NULL,0.011906501,CHEMBL:CHEMBL588038
AR,NULL,0.058471794,TOLUIC ACID
LCK,NULL,0.039598545,LY-2090314
MAPT,NULL,0.011906501,RHAMNETIN
CYP2C19,NULL,0.021697385,CHEMBL:CHEMBL120806
MPO,NULL,1.750255708,SULFONE ANTI-INFECTIVE AGENT
GRM5,NULL,5.834185693,ADX10059
HTR2A,NULL,0.019929531,OLANZAPINE
POLK,NULL,0.028739831,ESCULETIN
VDR,NULL,0.003981473,CHEMBL:CHEMBL56393
IFNL4,NULL,3.500511416,OMBITASVIR/PARITAPREVIR/RITONAVIR
AR,NULL,0.011694359,NILVADIPINE
CYP2A6,NULL,0.240676874,FLUOROURACIL
CDK6,NULL,0.583418569,ALVOCIDIB
HGF,NULL,1.944728564,BT-11
FCGRT,antibody,5.834185693,DX-2507
SLC25A4,inhibitor,0.394794521,LY341495
CDH16,inhibitor,8.751278539,COMPOUND 9 [PMID: 15615544]
TP53,NULL,0.012878997,DABRAFENIB
APOD,agonist,6.563458904,F16357
RBX1,NULL,0.126068839,FLUOROURACIL
RXRA,NULL,2.100306849,CHEMBL:CHEMBL451158
H4C16,NULL,2.625383562,TRICHOSTATIN A
ALB,NULL,0.03409589,EBSELEN
GSK3A,NULL,0.049256727,BAY 61-3606
ALDH1A1,NULL,0.007866318,EMBELIN
TNIK,NULL,2.917092846,CEP-1347
ADORA3,NULL,1.381780822,CIPARGAMIN
HSD17B10,NULL,0.063568609,CHEMBL:CHEMBL272682
RAB9A,NULL,0.072927321,GRINIMIBINE
MPHOSPH8,NULL,0.014354202,METHYLDOPA ANHYDROUS
HSD17B10,NULL,0.002542744,CHEMBL:CHEMBL429095
EYA1,NULL,0.148957933,ASPIRIN
RAD54L,NULL,0.175025571,HARMAN
CDK4,NULL,0.036237178,NICOTINE POLACRILEX
NR1H3,NULL,0.555636733,HESPERETIN
CACNA1H,modulator,0.488443453,SUVECALTAMIDE
CTNND1,inhibitor,0.265190259,PEXMETINIB
SLCO2B1,NULL,0.42006137,[3H]BSP
KDM4A,NULL,0.029766254,CHLORTETRACYCLINE HYDROCHLORIDE
CYP3A4,NULL,0.006182465,FLUTICASONE
PIK3CG,NULL,0.067317527,SF1126
CDKN1B,NULL,0.094099769,LAPATINIB
KDR,NULL,0.019461702,ZM447439
CDC25C,NULL,0.220620467,FLUOROURACIL
SCN5A,NULL,0.216973848,PROPAFENONE
ATXN2,NULL,0.013286354,DOCEBENONE
HDAC10,NULL,0.201178817,LARGAZOLE
HDAC2,NULL,0.390682078,MOCETINOSTAT
CHI3L2,inhibitor,0.046549354,ASPIRIN
CYP3A4,NULL,0.003454907,THIOPENTAL SODIUM
GABRR1,NULL,0.09869863,ADIPIPLON
CDK5,NULL,0.018359326,GW441756X
CYP3A4,NULL,0.019577804,ZOLANTIDINE
DR1,inhibitor,0.104181887,MK-2461
CYP3A5,NULL,0.01741548,CELECOXIB
FANCG,inhibitor,2.386712329,GSK'547
MTRR,NULL,3.000438356,VITAMIN B12
EHMT2,NULL,0.012253832,CHEMBL:CHEMBL589245
NTRK2,inhibitor,0.364636606,LAROTRECTINIB SULFATE
CACNG3,blocker,0.224391757,PHLOROGLUCINOL
GABRG1,NULL,0.080781033,LORAZEPAM
ARCN1,agonist,0.833455099,BAY 55-9837
EFNA4,inhibitor,0.610554317,COMPOUND 2 [PMID: 25408830]
ATXN2,NULL,0.010629083,VINBLASTINE SULFATE
ABL1,NULL,0.008585296,CHEMBL:CHEMBL379975
ALDH1A1,NULL,0.014749346,"7,8-DIHYDROXYFLAVONE"
APH1A,inhibitor,0.937636986,AVAGACESTAT
PBRM1,NULL,0.169197652,SUNITINIB
HTR2C,agonist,0.128695273,FENFLURAMINE HYDROCHLORIDE
BACE1,inhibitor,1.346350545,VERUBECESTAT
PIK3CG,NULL,0.038104261,"INSULIN, REGULAR, HUMAN"
E2F1,NULL,0.1097339,DIETHYLSTILBESTROL
MS4A1,antibody,5.834185693,IBRITUMOMAB TIUXETAN
CASP3,NULL,0.064824285,CHEMBL:CHEMBL299853
IL4,NULL,0.148957933,ASPIRIN
AHR,NULL,0.054695491,PHENAZOPYRIDINE HYDROCHLORIDE
FLT4,inhibitor,0.25003653,GLESATINIB
MAPK3,NULL,0.141530111,REFAMETINIB
ABCA3,agonist,0.270658099,"CP608,039"
EIF4G1,inhibitor,0.603536451,COMPOUND 18 [PMID: 20873740]
ATF4P1,inhibitor,1.458546423,&ALPHA;-BUNGAROTOXIN
COL9A2,inhibitor,1.944728564,ANAGRELIDE HYDROCHLORIDE
CYP2D6,NULL,0.050597611,BREXPIPRAZOLE
AANAT,modulator,0.119335616,BRUCINE
POLK,NULL,0.015475294,CATECHIN
USP1,NULL,0.050978322,MK-571
AR,NULL,0.003654487,ETHACRYNIC ACID
PDE4A,NULL,0.397785388,DENBUFYLLINE
GLP1R,NULL,0.019889269,CHEMBL:CHEMBL493863
RXFP2,NULL,1.093909817,CYCLOPENTYLADENOSINE
ABL1,NULL,0.110807556,IMATINIB
CXCR5,inhibitor,2.500365297,COMPOUND 14 [PMID: 18800762]
POLK,NULL,0.040235763,TRYPAN BLUE
GLP1R,NULL,0.079557078,CHEMBL:CHEMBL588683
BAZ2B,NULL,0.005905046,CARVEDILOL
SLC6A4,NULL,0.040682597,DOXEPIN HYDROCHLORIDE
IL17A,inhibitor,1.009762908,REMTOLUMAB
CHRNA7,NULL,0.228294223,VARENICLINE
ABCB7,agonist,0.030959712,NOREPINEPHRINE
ACTA1,agonist,2.019525817,CCL23
FTH1P4,inhibitor,3.500511416,ADENOSINE
FCER1A,inhibitor,1.875273973,COMPOUND 27D [PMID: 28231433]
SAE1,NULL,0.364636606,ASTERRIC ACID
ABL1,NULL,0.008394512,ALISERTIB
SMN1,NULL,0.099446347,METHOXYVONE
BCL7A,agonist,3.750547945,LG190178
CDKN1A,NULL,0.677518339,RECOMBINANT HUMAN STEM CELL FACTOR
BCL2,NULL,0.027840759,MASOPROCOL
IDH1,NULL,0.001351375,CYCLOHEXIMIDE
FAAH,NULL,1.050153425,NABIXIMOLS
CHRM3,NULL,0.177390781,BENZQUINAMIDE
CYP1A2,NULL,0.004919212,TRIAMTERENE
PTPRC,NULL,0.486182141,ALENDRONATE SODIUM
ARF5,inhibitor,2.625383562,B-TPMF
ATR,blocker,0.038894571,VERAPAMIL
F7,inhibitor,0.089298761,TORIN 2
NRAS,NULL,0.141149654,GANITUMAB
CDK1,NULL,0.343187394,CDK1/2/4 INHIBITOR AG-024322
RPS6KA3,NULL,0.03409589,CHEMBL:CHEMBL379975
RGS4,NULL,0.514781091,DOCOSAPENTAENOIC ACID
HSD17B10,NULL,0.003100908,HEXACHLOROPHENE
AIFM1,NULL,5.250767124,RECOMBINANT 70-KD HEAT-SHOCK PROTEIN
MARCKSL1,NULL,0.921187215,IL-6
HTR2A,inhibitor,0.252440727,ASENAPINE MALEATE
NR3C1,agonist,0.133607306,HALCINONIDE
ANGPT2,inhibitor,5.250767124,CVX-060
CHAT,NULL,0.416727549,SODIUM CHLORIDE
CACNA1G,blocker,0.084146909,PHLOROGLUCINOL
EFNA3,inhibitor,0.65634589,WNY0824
DRD1,inhibitor,0.091159151,ZM-306416
PRKCA,NULL,0.121545535,CI-1040
ADH1C,agonist,1.166837139,FIRUGLIPEL
KDM4A,NULL,0.002904025,HEXACHLOROPHENE
EHMT2,NULL,0.004376369,CHEMBL:CHEMBL175266
LGALS8,NULL,35.00511416,"LACTOSE, ANHYDROUS"
PLAU,NULL,0.312545662,UROKINASE
TP53,NULL,0.04636439,ZINC CHLORIDE
CYP3A4,NULL,0.004517955,MAPROTILINE
TSHB,NULL,0.460593607,THYROXINE
ALDH1A1,NULL,0.039331589,BUSPIRONE HYDROCHLORIDE
PLAU,NULL,0.277818366,IONOMYCIN
FKBP1A,NULL,8.751278539,GPI-1485
CYP2C9,NULL,0.027010119,ZAFIRLUKAST
MAP2K1,NULL,0.473554034,SELUMETINIB
MTOR,NULL,0.006375385,VANDETANIB
MET,inhibitor,3.500511416,TIVANTINIB
HSPB1,inhibitor,4.37563927,APATORSEN
PIK3CD,inhibitor,0.104181887,AZD-8186
BRCA2,NULL,0.386085818,VELIPARIB
HTR4,agonist,0.448783515,CLEBOPRIDE
CBL,NULL,0.102287671,DASATINIB ANHYDROUS
BRAF,NULL,0.901091508,CETUXIMAB
MKNK1,inhibitor,26.25383562,TOMIVOSERTIB
FGFR1,NULL,0.29443554,LUCITANIB
GNAQ,NULL,4.773424658,SELUMETINIB
GNA11,NULL,1.750255708,SELUMETINIB
HIF1A,NULL,0.007390242,SUNITINIB
JAK1,NULL,1.494525747,RUXOLITINIB
ITGB1,NULL,1.458546423,R1295
KRAS,NULL,0.013179636,DOCETAXEL ANHYDROUS
KMT2A,NULL,1.640864726,PINOMETOSTAT
KRAS,NULL,0.091159151,MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR
NF1,NULL,0.0296486,DASATINIB ANHYDROUS
LRP1B,NULL,4.37563927,CAELYX
STK11,NULL,0.043629141,DOCETAXEL ANHYDROUS
ALDH1A1,NULL,0.005899738,JUGLONE
EDNRA,NULL,0.760980743,ENDOTHELIN-1
TSC1,NULL,2.625383562,EVEROLIMUS
TRHR,agonist,17.50255708,THYROTROPIN-RELEASING HORMONE
